日期,产品类别,地区,销售额,订单量,月份
2024-06-12,服装服饰,北方,4594,25,2024-06
2024-06-12,服装服饰,南方,3158,20,2024-06
2024-06-12,服装服饰,华东,4374,23,2024-06
2024-06-12,服装服饰,西部,4381,20,2024-06
2024-06-12,家居用品,北方,2349,20,2024-06
2024-06-12,家居用品,南方,2723,20,2024-06
2024-06-12,家居用品,华东,2349,20,2024-06
2024-06-12,家居用品,西部,1577,20,2024-06
2024-06-12,运动户外,北方,1677,20,2024-06
2024-06-12,运动户外,南方,1807,20,2024-06
2024-06-12,运动户外,华东,1614,20,2024-06
2024-06-12,运动户外,西部,1621,20,2024-06
2024-06-13,电子产品,北方,7527,40,2024-06
2024-06-13,电子产品,南方,6843,40,2024-06
2024-06-13,电子产品,华东,6393,27,2024-06
2024-06-13,电子产品,西部,6425,38,2024-06
2024-06-13,家用电器,北方,3961,21,2024-06
2024-06-13,家用电器,南方,2727,20,2024-06
2024-06-13,家用电器,华东,2848,20,2024-06
2024-06-13,家用电器,西部,2650,20,2024-06
2024-06-13,服装服饰,北方,4595,22,2024-06
2024-06-13,服装服饰,南方,4920,26,2024-06
2024-06-13,服装服饰,华东,4246,20,2024-06
2024-06-13,服装服饰,西部,4048,20,2024-06
2024-06-13,家居用品,北方,2723,20,2024-06
2024-06-13,家居用品,南方,2170,20,2024-06
2024-06-13,家居用品,华东,1990,20,2024-06
2024-06-13,家居用品,西部,2099,20,2024-06
2024-06-13,运动户外,北方,2245,20,2024-06
2024-06-13,运动户外,南方,1521,20,2024-06
2024-06-13,运动户外,华东,1694,20,2024-06
2024-06-13,运动户外,西部,1600,20,2024-06
2024-06-14,电子产品,北方,8204,42,2024-06
2024-06-14,电子产品,南方,5884,28,2024-06
2024-06-14,电子产品,华东,6191,26,2024-06
2024-06-14,电子产品,西部,5291,30,2024-06
2024-06-14,家用电器,北方,3872,20,2024-06
2024-06-14,家用电器,南方,3103,20,2024-06
2024-06-14,家用电器,华东,3249,20,2024-06
2024-06-14,家用电器,西部,3044,20,2024-06
2024-06-14,服装服饰,北方,4881,22,2024-06
2024-06-14,服装服饰,南方,2990,20,2024-06
2024-06-14,服装服饰,华东,4220,23,2024-06
2024-06-14,服装服饰,西部,4507,24,2024-06
2024-06-14,家居用品,北方,2499,20,2024-06
2024-06-14,家居用品,南方,2374,20,2024-06
2024-06-14,家居用品,华东,2015,20,2024-06
2024-06-14,家居用品,西部,2105,20,2024-06
2024-06-14,运动户外,北方,2095,20,2024-06
2024-06-14,运动户外,南方,1629,20,2024-06
2024-06-14,运动户外,华东,1380,20,2024-06
2024-06-14,运动户外,西部,1812,20,2024-06
2024-06-15,电子产品,北方,8183,37,2024-06
2024-06-15,电子产品,南方,8171,45,2024-06
2024-06-15,电子产品,华东,7824,37,2024-06
2024-06-15,电子产品,西部,6739,38,2024-06
2024-06-15,家用电器,北方,4176,20,2024-06
2024-06-15,家用电器,南方,5058,30,2024-06
2024-06-15,家用电器,华东,4422,21,2024-06
2024-06-15,家用电器,西部,4550,22,2024-06
2024-06-15,服装服饰,北方,7066,35,2024-06
2024-06-15,服装服饰,南方,5215,26,2024-06
2024-06-15,服装服饰,华东,5150,22,2024-06
2024-06-15,服装服饰,西部,6357,25,2024-06
2024-06-15,家居用品,北方,3577,21,2024-06
2024-06-15,家居用品,南方,3019,20,2024-06
2024-06-15,家居用品,华东,1936,20,2024-06
2024-06-15,家居用品,西部,2640,20,2024-06
2024-06-15,运动户外,北方,2711,20,2024-06
2024-06-15,运动户外,南方,1950,20,2024-06
2024-06-15,运动户外,华东,2026,20,2024-06
2024-06-15,运动户外,西部,1787,20,2024-06
2024-06-16,电子产品,北方,8403,41,2024-06
2024-06-16,电子产品,南方,8063,39,2024-06
2024-06-16,电子产品,华东,8525,35,2024-06
2024-06-16,电子产品,西部,8058,33,2024-06
2024-06-16,家用电器,北方,4608,23,2024-06
2024-06-16,家用电器,南方,3794,20,2024-06
2024-06-16,家用电器,华东,4734,22,2024-06
2024-06-16,家用电器,西部,4213,20,2024-06
2024-06-16,服装服饰,北方,6500,29,2024-06
2024-06-16,服装服饰,南方,5578,24,2024-06
2024-06-16,服装服饰,华东,4853,20,2024-06
2024-06-16,服装服饰,西部,5348,23,2024-06
2024-06-16,家居用品,北方,3078,20,2024-06
2024-06-16,家居用品,南方,2772,20,2024-06
2024-06-16,家居用品,华东,2682,20,2024-06
2024-06-16,家居用品,西部,2733,20,2024-06
2024-06-16,运动户外,北方,2310,20,2024-06
2024-06-16,运动户外,南方,2073,20,2024-06
2024-06-16,运动户外,华东,2163,20,2024-06
2024-06-16,运动户外,西部,1952,20,2024-06
2024-06-17,电子产品,北方,5873,25,2024-06
2024-06-17,电子产品,南方,7466,41,2024-06
2024-06-17,电子产品,华东,6452,31,2024-06
2024-06-17,电子产品,西部,6324,35,2024-06
2024-06-17,家用电器,北方,3928,22,2024-06
2024-06-17,家用电器,南方,2963,20,2024-06
2024-06-17,家用电器,华东,2982,20,2024-06
2024-06-17,家用电器,西部,3247,20,2024-06
2024-06-17,服装服饰,北方,5547,28,2024-06
2024-06-17,服装服饰,南方,3539,20,2024-06
2024-06-17,服装服饰,华东,4620,20,2024-06
2024-06-17,服装服饰,西部,4420,21,2024-06
2024-06-17,家居用品,北方,2586,20,2024-06
2024-06-17,家居用品,南方,2076,20,2024-06
2024-06-17,家居用品,华东,1877,20,2024-06
2024-06-17,家居用品,西部,2025,20,2024-06
2024-06-17,运动户外,北方,1870,20,2024-06
2024-06-17,运动户外,南方,1599,20,2024-06
2024-06-17,运动户外,华东,1803,20,2024-06
2024-06-17,运动户外,西部,1744,20,2024-06
2024-06-18,电子产品,北方,7353,38,2024-06
2024-06-18,电子产品,南方,6786,36,2024-06
2024-06-18,电子产品,华东,6364,29,2024-06
2024-06-18,电子产品,西部,5423,29,2024-06
2024-06-18,家用电器,北方,3151,20,2024-06
2024-06-18,家用电器,南方,3223,20,2024-06
2024-06-18,家用电器,华东,2936,20,2024-06
2024-06-18,家用电器,西部,3271,20,2024-06
2024-06-18,服装服饰,北方,4891,20,2024-06
2024-06-18,服装服饰,南方,3807,20,2024-06
2024-06-18,服装服饰,华东,4231,25,2024-06
2024-06-18,服装服饰,西部,3923,20,2024-06
2024-06-18,家居用品,北方,2494,20,2024-06
2024-06-18,家居用品,南方,1903,20,2024-06
2024-06-18,家居用品,华东,2274,20,2024-06
2024-06-18,家居用品,西部,1983,20,2024-06
2024-06-18,运动户外,北方,2210,20,2024-06
2024-06-18,运动户外,南方,1888,20,2024-06
2024-06-18,运动户外,华东,1491,20,2024-06
2024-06-18,运动户外,西部,1289,20,2024-06
2024-06-19,电子产品,北方,8055,33,2024-06
2024-06-19,电子产品,南方,6468,36,2024-06
2024-06-19,电子产品,华东,6121,25,2024-06
2024-06-19,电子产品,西部,6118,33,2024-06
2024-06-19,家用电器,北方,3363,20,2024-06
2024-06-19,家用电器,南方,3459,20,2024-06
2024-06-19,家用电器,华东,2654,20,2024-06
2024-06-19,家用电器,西部,3301,20,2024-06
2024-06-19,服装服饰,北方,5179,25,2024-06
2024-06-19,服装服饰,南方,4732,26,2024-06
2024-06-19,服装服饰,华东,3712,20,2024-06
2024-06-19,服装服饰,西部,4930,21,2024-06
2024-06-19,家居用品,北方,2680,20,2024-06
2024-06-19,家居用品,南方,2338,20,2024-06
2024-06-19,家居用品,华东,2085,20,2024-06
2024-06-19,家居用品,西部,1944,20,2024-06
2024-06-19,运动户外,北方,1784,20,2024-06
2024-06-19,运动户外,南方,1644,20,2024-06
2024-06-19,运动户外,华东,1757,20,2024-06
2024-06-19,运动户外,西部,1477,20,2024-06
2024-06-20,电子产品,北方,7097,31,2024-06
2024-06-20,电子产品,南方,6101,34,2024-06
2024-06-20,电子产品,华东,5617,32,2024-06
2024-06-20,电子产品,西部,6799,27,2024-06
2024-06-20,家用电器,北方,3856,20,2024-06
2024-06-20,家用电器,南方,3363,20,2024-06
2024-06-20,家用电器,华东,2861,20,2024-06
2024-06-20,家用电器,西部,3129,20,2024-06
2024-06-20,服装服饰,北方,4330,21,2024-06
2024-06-20,服装服饰,南方,3546,20,2024-06
2024-06-20,服装服饰,华东,4624,20,2024-06
2024-06-20,服装服饰,西部,4353,20,2024-06
2024-06-20,家居用品,北方,2745,20,2024-06
2024-06-20,家居用品,南方,2341,20,2024-06
2024-06-20,家居用品,华东,2106,20,2024-06
2024-06-20,家居用品,西部,2247,20,2024-06
2024-06-20,运动户外,北方,1737,20,2024-06
2024-06-20,运动户外,南方,1360,20,2024-06
2024-06-20,运动户外,华东,1629,20,2024-06
2024-06-20,运动户外,西部,1368,20,2024-06
2024-06-21,电子产品,北方,7894,36,2024-06
2024-06-21,电子产品,南方,5937,34,2024-06
2024-06-21,电子产品,华东,5083,26,2024-06
2024-06-21,电子产品,西部,6332,26,2024-06
2024-06-21,家用电器,北方,3886,20,2024-06
2024-06-21,家用电器,南方,3168,20,2024-06
2024-06-21,家用电器,华东,2834,20,2024-06
2024-06-21,家用电器,西部,3099,20,2024-06
2024-06-21,服装服饰,北方,3823,20,2024-06
2024-06-21,服装服饰,南方,3868,20,2024-06
2024-06-21,服装服饰,华东,4546,25,2024-06
2024-06-21,服装服饰,西部,4028,20,2024-06
2024-06-21,家居用品,北方,2788,20,2024-06
2024-06-21,家居用品,南方,2133,20,2024-06
2024-06-21,家居用品,华东,2210,20,2024-06
2024-06-21,家居用品,西部,2124,20,2024-06
2024-06-21,运动户外,北方,1569,20,2024-06
2024-06-21,运动户外,南方,1745,20,2024-06
2024-06-21,运动户外,华东,1707,20,2024-06
2024-06-21,运动户外,西部,1712,20,2024-06
2024-06-22,电子产品,北方,9003,41,2024-06
2024-06-22,电子产品,南方,7163,40,2024-06
2024-06-22,电子产品,华东,7822,42,2024-06
2024-06-22,电子产品,西部,6829,39,2024-06
2024-06-22,家用电器,北方,4419,21,2024-06
2024-06-22,家用电器,南方,4562,22,2024-06
2024-06-22,家用电器,华东,3717,20,2024-06
2024-06-22,家用电器,西部,3673,20,2024-06
2024-06-22,服装服饰,北方,7741,38,2024-06
2024-06-22,服装服饰,南方,4531,23,2024-06
2024-06-22,服装服饰,华东,5568,25,2024-06
2024-06-22,服装服饰,西部,5357,29,2024-06
2024-06-22,家居用品,北方,3687,20,2024-06
2024-06-22,家居用品,南方,2752,20,2024-06
2024-06-22,家居用品,华东,2618,20,2024-06
2024-06-22,家居用品,西部,2797,20,2024-06
2024-06-22,运动户外,北方,2327,20,2024-06
2024-06-22,运动户外,南方,1747,20,2024-06
2024-06-22,运动户外,华东,1681,20,2024-06
2024-06-22,运动户外,西部,1863,20,2024-06
2024-06-23,电子产品,北方,10085,49,2024-06
2024-06-23,电子产品,南方,7726,38,2024-06
2024-06-23,电子产品,华东,7356,41,2024-06
2024-06-23,电子产品,西部,8131,44,2024-06
2024-06-23,家用电器,北方,4794,27,2024-06
2024-06-23,家用电器,南方,3980,23,2024-06
2024-06-23,家用电器,华东,4521,23,2024-06
2024-06-23,家用电器,西部,3917,20,2024-06
2024-06-23,服装服饰,北方,7032,33,2024-06
2024-06-23,服装服饰,南方,5245,27,2024-06
2024-06-23,服装服饰,华东,4258,24,2024-06
2024-06-23,服装服饰,西部,6186,33,2024-06
2024-06-23,家居用品,北方,3332,20,2024-06
2024-06-23,家居用品,南方,2917,20,2024-06
2024-06-23,家居用品,华东,2549,20,2024-06
2024-06-23,家居用品,西部,2547,20,2024-06
2024-06-23,运动户外,北方,2083,20,2024-06
2024-06-23,运动户外,南方,2255,20,2024-06
2024-06-23,运动户外,华东,2056,20,2024-06
2024-06-23,运动户外,西部,1692,20,2024-06
2024-06-24,电子产品,北方,8365,42,2024-06
2024-06-24,电子产品,南方,7767,35,2024-06
2024-06-24,电子产品,华东,6511,31,2024-06
2024-06-24,电子产品,西部,5538,28,2024-06
2024-06-24,家用电器,北方,3852,20,2024-06
2024-06-24,家用电器,南方,3880,22,2024-06
2024-06-24,家用电器,华东,2723,20,2024-06
2024-06-24,家用电器,西部,3736,21,2024-06
2024-06-24,服装服饰,北方,4490,23,2024-06
2024-06-24,服装服饰,南方,4557,20,2024-06
2024-06-24,服装服饰,华东,3719,20,2024-06
2024-06-24,服装服饰,西部,3659,20,2024-06
2024-06-24,家居用品,北方,2115,20,2024-06
2024-06-24,家居用品,南方,2213,20,2024-06
2024-06-24,家居用品,华东,2035,20,2024-06
2024-06-24,家居用品,西部,2173,20,2024-06
2024-06-24,运动户外,北方,1849,20,2024-06
2024-06-24,运动户外,南方,1601,20,2024-06
2024-06-24,运动户外,华东,1452,20,2024-06
2024-06-24,运动户外,西部,1445,20,2024-06
2024-06-25,电子产品,北方,8157,47,2024-06
2024-06-25,电子产品,南方,5916,24,2024-06
2024-06-25,电子产品,华东,5214,27,2024-06
2024-06-25,电子产品,西部,5659,28,2024-06
2024-06-25,家用电器,北方,4303,20,2024-06
2024-06-25,家用电器,南方,2528,20,2024-06
2024-06-25,家用电器,华东,2763,20,2024-06
2024-06-25,家用电器,西部,3348,20,2024-06
2024-06-25,服装服饰,北方,4790,20,2024-06
2024-06-25,服装服饰,南方,4523,24,2024-06
2024-06-25,服装服饰,华东,3366,20,2024-06
2024-06-25,服装服饰,西部,3700,20,2024-06
2024-06-25,家居用品,北方,2560,20,2024-06
2024-06-25,家居用品,南方,1894,20,2024-06
2024-06-25,家居用品,华东,1875,20,2024-06
2024-06-25,家居用品,西部,1894,20,2024-06
2024-06-25,运动户外,北方,1944,20,2024-06
2024-06-25,运动户外,南方,1552,20,2024-06
2024-06-25,运动户外,华东,1675,20,2024-06
2024-06-25,运动户外,西部,1576,20,2024-06
2024-06-26,电子产品,北方,6732,29,2024-06
2024-06-26,电子产品,南方,6221,30,2024-06
2024-06-26,电子产品,华东,6831,38,2024-06
2024-06-26,电子产品,西部,5231,23,2024-06
2024-06-26,家用电器,北方,3953,20,2024-06
2024-06-26,家用电器,南方,2637,20,2024-06
2024-06-26,家用电器,华东,3180,20,2024-06
2024-06-26,家用电器,西部,3559,20,2024-06
2024-06-26,服装服饰,北方,4898,24,2024-06
2024-06-26,服装服饰,南方,3606,20,2024-06
2024-06-26,服装服饰,华东,3965,21,2024-06
2024-06-26,服装服饰,西部,4729,26,2024-06
2024-06-26,家居用品,北方,2494,20,2024-06
2024-06-26,家居用品,南方,2077,20,2024-06
2024-06-26,家居用品,华东,1998,20,2024-06
2024-06-26,家居用品,西部,2254,20,2024-06
2024-06-26,运动户外,北方,1804,20,2024-06
2024-06-26,运动户外,南方,1561,20,2024-06
2024-06-26,运动户外,华东,1841,20,2024-06
2024-06-26,运动户外,西部,1374,20,2024-06
2024-06-27,电子产品,北方,8541,50,2024-06
2024-06-27,电子产品,南方,6495,30,2024-06
2024-06-27,电子产品,华东,6511,28,2024-06
2024-06-27,电子产品,西部,4594,25,2024-06
2024-06-27,家用电器,北方,4240,20,2024-06
2024-06-27,家用电器,南方,2768,20,2024-06
2024-06-27,家用电器,华东,3138,20,2024-06
2024-06-27,家用电器,西部,2966,20,2024-06
2024-06-27,服装服饰,北方,4820,27,2024-06
2024-06-27,服装服饰,南方,4590,22,2024-06
2024-06-27,服装服饰,华东,3676,20,2024-06
2024-06-27,服装服饰,西部,3664,20,2024-06
2024-06-27,家居用品,北方,2279,20,2024-06
2024-06-27,家居用品,南方,1917,20,2024-06
2024-06-27,家居用品,华东,2003,20,2024-06
2024-06-27,家居用品,西部,2092,20,2024-06
2024-06-27,运动户外,北方,1938,20,2024-06
2024-06-27,运动户外,南方,1618,20,2024-06
2024-06-27,运动户外,华东,1460,20,2024-06
2024-06-27,运动户外,西部,1632,20,2024-06
2024-06-28,电子产品,北方,7449,37,2024-06
2024-06-28,电子产品,南方,5854,24,2024-06
2024-06-28,电子产品,华东,6311,25,2024-06
2024-06-28,电子产品,西部,6069,34,2024-06
2024-06-28,家用电器,北方,3391,20,2024-06
2024-06-28,家用电器,南方,3118,20,2024-06
2024-06-28,家用电器,华东,2472,20,2024-06
2024-06-28,家用电器,西部,3704,20,2024-06
2024-06-28,服装服饰,北方,5583,28,2024-06
2024-06-28,服装服饰,南方,4401,22,2024-06
2024-06-28,服装服饰,华东,3885,20,2024-06
2024-06-28,服装服饰,西部,5264,23,2024-06
2024-06-28,家居用品,北方,2734,20,2024-06
2024-06-28,家居用品,南方,2452,20,2024-06
2024-06-28,家居用品,华东,1925,20,2024-06
2024-06-28,家居用品,西部,2339,20,2024-06
2024-06-28,运动户外,北方,1891,20,2024-06
2024-06-28,运动户外,南方,1625,20,2024-06
2024-06-28,运动户外,华东,1597,20,2024-06
2024-06-28,运动户外,西部,1935,20,2024-06
2024-06-29,电子产品,北方,8085,43,2024-06
2024-06-29,电子产品,南方,8029,32,2024-06
2024-06-29,电子产品,华东,9049,44,2024-06
2024-06-29,电子产品,西部,8943,44,2024-06
2024-06-29,家用电器,北方,4406,20,2024-06
2024-06-29,家用电器,南方,4213,22,2024-06
2024-06-29,家用电器,华东,4787,20,2024-06
2024-06-29,家用电器,西部,4085,23,2024-06
2024-06-29,服装服饰,北方,6686,34,2024-06
2024-06-29,服装服饰,南方,5803,26,2024-06
2024-06-29,服装服饰,华东,5058,22,2024-06
2024-06-29,服装服饰,西部,5604,26,2024-06
2024-06-29,家居用品,北方,3174,20,2024-06
2024-06-29,家居用品,南方,2049,20,2024-06
2024-06-29,家居用品,华东,2553,20,2024-06
2024-06-29,家居用品,西部,2411,20,2024-06
2024-06-29,运动户外,北方,2883,20,2024-06
2024-06-29,运动户外,南方,1751,20,2024-06
2024-06-29,运动户外,华东,1789,20,2024-06
2024-06-29,运动户外,西部,1829,20,2024-06
2024-06-30,电子产品,北方,9509,45,2024-06
2024-06-30,电子产品,南方,7941,40,2024-06
2024-06-30,电子产品,华东,9607,38,2024-06
2024-06-30,电子产品,西部,7172,35,2024-06
2024-06-30,家用电器,北方,5416,24,2024-06
2024-06-30,家用电器,南方,4492,20,2024-06
2024-06-30,家用电器,华东,4226,20,2024-06
2024-06-30,家用电器,西部,3752,22,2024-06
2024-06-30,服装服饰,北方,6560,28,2024-06
2024-06-30,服装服饰,南方,6249,35,2024-06
2024-06-30,服装服饰,华东,4458,23,2024-06
2024-06-30,服装服饰,西部,5761,31,2024-06
2024-06-30,家居用品,北方,2724,20,2024-06
2024-06-30,家居用品,南方,3122,20,2024-06
2024-06-30,家居用品,华东,2634,20,2024-06
2024-06-30,家居用品,西部,2403,20,2024-06
2024-06-30,运动户外,北方,2800,20,2024-06
2024-06-30,运动户外,南方,2303,20,2024-06
2024-06-30,运动户外,华东,2362,20,2024-06
2024-06-30,运动户外,西部,2212,20,2024-06
2024-07-01,电子产品,北方,6024,36,2024-07
2024-07-01,电子产品,南方,4858,22,2024-07
2024-07-01,电子产品,华东,5222,26,2024-07
2024-07-01,电子产品,西部,5098,20,2024-07
2024-07-01,家用电器,北方,3197,20,2024-07
2024-07-01,家用电器,南方,2898,20,2024-07
2024-07-01,家用电器,华东,2707,20,2024-07
2024-07-01,家用电器,西部,2578,20,2024-07
2024-07-01,服装服饰,北方,5080,25,2024-07
2024-07-01,服装服饰,南方,3947,20,2024-07
2024-07-01,服装服饰,华东,4185,20,2024-07
2024-07-01,服装服饰,西部,3466,20,2024-07
